symbol,name,exchange
CBL,Callidus Capital Corporation,TSX
CCO,Cameco Corporation,TSX
CGAC.UN,Canaccord Genuity Acquisition Corp.,TSX
CF,Canaccord Genuity Group Inc.,TSX
CF.PR.A,Canaccord Genuity Group Inc.,TSX
CF.PR.C,Canaccord Genuity Group Inc.,TSX
CNE,Canacol Energy Ltd.,TSX
GOOS,Canada Goose Holdings Inc.,TSX
CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,TSX
CCI.UN,Canadian Convertibles Plus Fund,TSX
CCX,Canadian Crude Oil Index ETF,TSX
CGI,"Canadian General Investments, Limited",TSX
CGI.PR.D,"Canadian General Investments, Limited",TSX
CIQ.UN,Canadian High Income Equity Fund,TSX
CM,Canadian Imperial Bank Of Commerce,TSX
CM.PR.O,Canadian Imperial Bank Of Commerce,TSX
CM.PR.P,Canadian Imperial Bank Of Commerce,TSX
CM.PR.Q,Canadian Imperial Bank Of Commerce,TSX
CM.PR.R,Canadian Imperial Bank Of Commerce,TSX
CM.PR.S,Canadian Imperial Bank Of Commerce,TSX
LFE,Canadian Life Companies Split Corp.,TSX
LFE.PR.B,Canadian Life Companies Split Corp.,TSX
CNR,Canadian National Railway Company,TSX
GAS,Canadian Natural Gas Index ETF,TSX
CNQ,Canadian Natural Resources Limited,TSX
CP,Canadian Pacific Railway Limited,TSX
PFT.UN,Canadian Preferred Share Trust,TSX
REF.UN,Canadian Real Estate Investment Trust,TSX
RTU.UN,Canadian Resources Income Trust,TSX
CTC,"Canadian Tire Corporation, Limited",TSX
CTC.A,"Canadian Tire Corporation, Limited",TSX
UTE.UN,Canadian Utilities & Telecom Income Fund,TSX
CU,Canadian Utilities Limited,TSX
CU.PR.C,Canadian Utilities Limited,TSX
CU.PR.D,Canadian Utilities Limited,TSX
CU.PR.E,Canadian Utilities Limited,TSX
CU.PR.F,Canadian Utilities Limited,TSX
CU.PR.G,Canadian Utilities Limited,TSX
CU.PR.H,Canadian Utilities Limited,TSX
CU.PR.I,Canadian Utilities Limited,TSX
CU.X,Canadian Utilities Limited,TSX
CWB,Canadian Western Bank,TSX
CWB.PR.B,Canadian Western Bank,TSX
CWB.PR.C,Canadian Western Bank,TSX
CWF,Canadian World Fund Limited,TSX
CZN,Canadian Zinc Corporation,TSX
CCM,Canarc Resource Corp.,TSX
DNT,Candente Copper Corp.,TSX
CFP,Canfor Corporation,TSX
CFX,Canfor Pulp Products Inc.,TSX
ICE,Canlan Ice Sports Corp.,TSX
CMED,CanniMed Therapeutics Inc.,TSX
EIT.PR.A,Canoe EIT Income Fund,TSX
EIT.UN,Canoe EIT Income Fund,TSX
WEED,Canopy Growth Corporation,TSX
PBY.UN,Canso Credit Income Fund,TSX
SCW.UN,Canso Select Opportunities Fund,TSX
CWX,CanWel Building Materials Group Ltd.,TSX
CPX,Capital Power Corporation,TSX
CPX.PR.A,Capital Power Corporation,TSX
CPX.PR.C,Capital Power Corporation,TSX
CPX.PR.E,Capital Power Corporation,TSX
CPX.PR.G,Capital Power Corporation,TSX
CPX.PR.I,Capital Power Corporation,TSX
CSE.PR.A,Capstone Infrastructure Corporation,TSX
CS,Capstone Mining Corp.,TSX
CARA,Cara Operations Limited,TSX
CJ,Cardinal Energy Ltd.,TSX
CJ.DB,Cardinal Energy Ltd.,TSX
CDV,Cardinal Resources Limited,TSX
COM,Cardiome Pharma Corp.,TSX
CJT,Cargojet Inc.,TSX
CJT.A,Cargojet Inc.,TSX
CJT.DB.C,Cargojet Inc.,TSX
CUP.U,"Caribbean Utilities Company, Ltd.",TSX
CMH,Carmanah Technologies Corporation,TSX
CAS,Cascades Inc.,TSX
CET,Cathedral Energy Services Ltd.,TSX
CCL.A,CCL Industries Inc.,TSX
CCL.B,CCL Industries Inc.,TSX
CLS,Celestica Inc.,TSX
CVE,Cenovus Energy Inc.,TSX
CEE,Centamin plc,TSX
CG,Centerra Gold Inc.,TSX
CHH,Centric Health Corporation,TSX
CNT,Century Global Commodities Corporation,TSX
CQE,Cequence Energy Ltd.,TSX
CRP,Ceres Global Ag Corp.,TSX
CERV,Cervus Equipment Corporation,TSX
CEU,CES Energy Solutions Corp.,TSX
GIB.A,CGI Group Inc.,TSX
CXN,Chalice Gold Mines Limited,TSX
CIA,Champion Iron Limited,TSX
CSH.UN,Chartwell Retirement Residences,TSX
CHE.DB.B,Chemtrade Logistics Income Fund,TSX
CHE.DB.C,Chemtrade Logistics Income Fund,TSX
CHE.DB.D,Chemtrade Logistics Income Fund,TSX
CHE.UN,Chemtrade Logistics Income Fund,TSX
CHW,Chesswood Group Limited,TSX
CGG,China Gold International Resources Corp. Ltd.,TSX
CKE,Chinook Energy Inc.,TSX
CHP.UN,Choice Properties Real Estate Investment Trust,TSX
CHR,Chorus Aviation Inc.,TSX
CHR.DB,Chorus Aviation Inc.,TSX
CIX,CI Financial Corp.,TSX
MBA,CIBT Education Group Inc.,TSX
CGX,Cineplex Inc.,TSX
CGX.DB.A,Cineplex Inc.,TSX
CPH,Cipher Pharmaceuticals Inc.,TSX
CTF.UN,Citadel Income Fund,TSX
CVG,Clairvest Group Inc.,TSX
CKI,Clarke Inc.,TSX
CLQ,Clean TeQ Holdings Limited,TSX
CSM,ClearStream Energy Services Inc.,TSX
CLR,Clearwater Seafoods Incorporated,TSX
CNU,CNOOC Limited,TSX
CCS.PR.C,Co-operators General Insurance Company,TSX
CCA,Cogeco Communications Inc.,TSX
CGO,Cogeco Inc.,TSX
GCL,Colabor Group Inc.,TSX
GCL.DB.A,Colabor Group Inc.,TSX
CIGI,Colliers International Group Inc.,TSX
CGT,Columbus Gold Corp.,TSX
CUF.UN,Cominar Real Estate Investment Trust,TSX
YCM,Commerce Split Corp.,TSX
YCM.PR.A,Commerce Split Corp.,TSX
YCM.PR.B,Commerce Split Corp.,TSX
CMG,Computer Modelling Group Ltd.,TSX
CONA,Cona Resources Ltd.,TSX
CXR,Concordia International Corp.,TSX
COG,Condor Gold plc,TSX
CPI,Condor Petroleum Inc.,TSX
CFF,Conifex Timber Inc.,TSX
CSU,Constellation Software Inc.,TSX
CSU.DB,Constellation Software Inc.,TSX
CNL,Continental Gold Inc.,TSX
CMMC,Copper Mountain Mining Corporation,TSX
CSW.A,Corby Spirit and Wine Limited,TSX
CSW.B,Corby Spirit and Wine Limited,TSX
CDD.UN,Core Canadian Dividend Trust,TSX
COP,Coro Mining Corp.,TSX
CDH,Corridor Resources Inc.,TSX
CJR.B,Corus Entertainment Inc.,TSX
KOR,Corvus Gold Inc.,TSX
PATH,CounterPath Corporation,TSX
PMTS,CPI Card Group Inc.,TSX
CPG,Crescent Point Energy Corp.,TSX
CTX,Crescita Therapeutics Inc.,TSX
CTX.RT,Crescita Therapeutics Inc.,TSX
CR,Crew Energy Inc.,TSX
CRH,CRH Medical Corporation,TSX
CCZ,Critical Control Energy Services Corp.,TSX
CCZ.PR.A,Critical Control Energy Services Corp.,TSX
KWH.UN,Crius Energy Trust,TSX
CRR.DB.E,Crombie Real Estate Investment Trust,TSX
CRR.UN,Crombie Real Estate Investment Trust,TSX
CWI,Crosswinds Holdings Inc.,TSX
CRWN,Crown Capital Partners Inc.,TSX
CRT.UN,CT Real Estate Investment Trust,TSX
CIU.PR.A,CU Inc.,TSX
CIU.PR.C,CU Inc.,TSX
CXI,"Currency Exchange International, Corp.",TSX
CYB,Cymbria Corporation,TSX
CAPS,Evolve Active US Core Equity ETF,TSX
CAPS.B,Evolve Active US Core Equity ETF,TSX
CARS,Evolve Automobile Innovation Index ETF,TSX
CARS.B,Evolve Automobile Innovation Index ETF,TSX
CARS.U,Evolve Automobile Innovation Index ETF,TSX
CYBR,Evolve Cyber Security Index ETF,TSX
CYBR.B,Evolve Cyber Security Index ETF,TSX
CALL,Evolve US Banks Enhanced Yield ETF,TSX
CALL.B,Evolve US Banks Enhanced Yield ETF,TSX
CORP,Exemplar Investment Grade Fund,TSX
CXF,First Asset Canadian Convertible Bond ETF,TSX
CIC,First Asset CanBanc Income Class ETF,TSX
CED,First Asset Core Canadian Equity ETF,TSX
CSY,First Asset Core Canadian Equity Income Class ETF,TSX
CES,First Asset Core U.S. Equity ETF,TSX
CES.B,First Asset Core U.S. Equity ETF,TSX
CES.U,First Asset Core U.S. Equity ETF,TSX
CAN,Horizons Canadian Dollar Currency ETF,TSX
CBH,iShares 1-10 Year Laddered Corporate Bond Index ETF,TSX
CBH.A,iShares 1-10 Year Laddered Corporate Bond Index ETF,TSX
CLG,iShares 1-10 Year Laddered Government Bond Index ETF,TSX
CLG.A,iShares 1-10 Year Laddered Government Bond Index ETF,TSX
CBO,iShares 1-5 Year Laddered Corporate Bond Index ETF,TSX
CBO.A,iShares 1-5 Year Laddered Corporate Bond Index ETF,TSX
CLF,iShares 1-5 Year Laddered Government Bond Index ETF,TSX
CLF.A,iShares 1-5 Year Laddered Government Bond Index ETF,TSX
CBN,iShares Balanced Growth CorePortfolio Index ETF,TSX
CBN.A,iShares Balanced Growth CorePortfolio Index ETF,TSX
CBD,iShares Balanced Income CorePortfolio Index ETF,TSX
CBD.A,iShares Balanced Income CorePortfolio Index ETF,TSX
CVD,iShares Convertible Bond Index ETF,TSX
CVD.A,iShares Convertible Bond Index ETF,TSX
CEW,iShares Equal Weight Banc & Lifeco ETF,TSX
CEW.A,iShares Equal Weight Banc & Lifeco ETF,TSX
COW,iShares Global Agriculture Index ETF,TSX
COW.A,iShares Global Agriculture Index ETF,TSX
CIF,iShares Global Infrastructure Index ETF,TSX
CIF.A,iShares Global Infrastructure Index ETF,TSX
CYH,iShares Global Monthly Dividend Index ETF (CAD-Hedged),TSX
CYH.A,iShares Global Monthly Dividend Index ETF (CAD-Hedged),TSX
CGR,iShares Global Real Estate Index ETF,TSX
CGR.A,iShares Global Real Estate Index ETF,TSX
CWW,iShares Global Water Index ETF,TSX
CWW.A,iShares Global Water Index ETF,TSX
CGL,iShares Gold Bullion ETF,TSX
CGL.C,iShares Gold Bullion ETF,TSX
CMR,iShares Premium Money Market ETF,TSX
CMR.A,iShares Premium Money Market ETF,TSX
CDZ,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,TSX
CDZ.A,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,TSX
CPD,iShares S&P/TSX Canadian Preferred Share Index ETF,TSX
CPD.A,iShares S&P/TSX Canadian Preferred Share Index ETF,TSX
CSD,iShares Short Duration High Income ETF (CAD-Hedged),TSX
CSD.A,iShares Short Duration High Income ETF (CAD-Hedged),TSX
CHB,iShares U.S. High Yield Fixed Income Index ETF (CAD-Hedged),TSX
CHB.A,iShares U.S. High Yield Fixed Income Index ETF (CAD-Hedged),TSX
CUD,iShares US Dividend Growers Index ETF (CAD-Hedged),TSX
CUD.A,iShares US Dividend Growers Index ETF (CAD-Hedged),TSX
CBT.UN,June 2020 Corporate Bond Trust,TSX
CEF,Sprott Physical Gold and Silver Trust,TSX
CEF.U,Sprott Physical Gold and Silver Trust,TSX
CAGG,WisdomTree Yield Enhanced Canada Aggregate Bond Index ETF,TSX
CAGS,WisdomTree Yield Enhanced Canada Short-Term Aggregate Bond Index ETF,TSX
DBO,D-Box Technologies Inc.,TSX
DNA,Dalradian Resources Inc.,TSX
DCM,Data Communications Management Corp.,TSX
DW,DataWind Inc.,TSX
DEE,Delphi Energy Corp.,TSX
DEE.NT,Delphi Energy Corp.,TSX
DEE.WT,Delphi Energy Corp.,TSX
DML,Denison Mines Corp.,TSX
DSG,Descartes Systems Group Inc. (The),TSX
DCC,Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,TSX
DCG,Desjardins 1-5 year Laddered Canadian Government Bond Index ETF,TSX
DFC,Desjardins Canada Multifactor-Controlled Volatility ETF,TSX
DCP,Desjardins Canadian Preferred Share Index ETF,TSX
DCS,Desjardins Canadian Short Term Bond Index ETF,TSX
DCU,Desjardins Canadian Universe Bond Index ETF,TSX
DFD,Desjardins Developed ex-USA ex-Canada Multifactor-Controlled Volatility ETF,TSX
DFE,Desjardins Emerging Markets Multifactor-Controlled Volatility ETF,TSX
DFU,Desjardins USA Multifactor-Controlled Volatility ETF,TSX
DGC,Detour Gold Corporation,TSX
DHX.A,DHX Media Ltd.,TSX
DHX.B,DHX Media Ltd.,TSX
DHX.DB,DHX Media Ltd.,TSX
DCF,Difference Capital Financial Inc.,TSX
DCF.DB,Difference Capital Financial Inc.,TSX
DRT,DIRTT Environmental Solutions Ltd.,TSX
DA.DB.A,Discovery Air Inc.,TSX
DIV,Diversified Royalty Corp.,TSX
DIV.DB,Diversified Royalty Corp.,TSX
DFN,Dividend 15 Split Corp.,TSX
DFN.PR.A,Dividend 15 Split Corp.,TSX
DF,Dividend 15 Split Corp. II,TSX
DF.PR.A,Dividend 15 Split Corp. II,TSX
DGS,Dividend Growth Split Corp.,TSX
DGS.PR.A,Dividend Growth Split Corp.,TSX
DS,Dividend Select 15 Corp.,TSX
DOL,Dollarama Inc.,TSX
UFS,Domtar Corporation,TSX
DII.A,Dorel Industries Inc.,TSX
DII.B,Dorel Industries Inc.,TSX
DII.DB.U,Dorel Industries Inc.,TSX
DSL.UN,DoubleLine Income Solutions Trust,TSX
DRG.UN,Dream Global Real Estate Investment Trust,TSX
DRA.UN,Dream Hard Asset Alternatives Trust,TSX
DIR.DB,Dream Industrial Real Estate Investment Trust,TSX
DIR.UN,Dream Industrial Real Estate Investment Trust,TSX
D.UN,Dream Office Real Estate Investment Trust,TSX
DRM,DREAM Unlimited Corp.,TSX
DRM.PR.A,DREAM Unlimited Corp.,TSX
DC.A,Dundee Corporation,TSX
DC.PR.B,Dundee Corporation,TSX
DC.PR.D,Dundee Corporation,TSX
DC.PR.E,Dundee Corporation,TSX
DC.WT,Dundee Corporation,TSX
DPM,Dundee Precious Metals Inc.,TSX
DXI,DXI Energy Inc.,TSX
DNG,Dynacor Gold Mines Inc.,TSX
DXC,Dynamic iShares Active Canadian Dividend ETF,TSX
DXO,Dynamic iShares Active Crossover Bond ETF,TSX
DXG,Dynamic iShares Active Global Dividend ETF,TSX
DXF,Dynamic iShares Active Global Financial Services ETF,TSX
DXP,Dynamic iShares Active Preferred Shares ETF,TSX
DXB,Dynamic iShares Active Tactical Bond ETF,TSX
DXU,Dynamic iShares Active U.S. Dividend ETF,TSX
DXZ,Dynamic iShares Active U.S. Mid-Cap ETF,TSX
DIVS,Evolve Active Canadian Preferred Share ETF,TSX
DCD.UN,First Asset Diversified Convertible Debenture Fund,TSX
DXM,First Asset Morningstar Canada Dividend Target 30 Index ETF,TSX
DLR,Horizons US Dollar Currency ETF,TSX
DLR.U,Horizons US Dollar Currency ETF,TSX
DR,Medical Facilities Corporation,TSX
DR.DB.A,Medical Facilities Corporation,TSX
DGRC,WisdomTree Canada Quality Dividend Growth Index ETF,TSX
DQI,WisdomTree International Quality Dividend Growth Variably Hedged Index ETF,TSX
DGR,WisdomTree U.S. Quality Dividend Growth Index ETF,TSX
DGR.B,WisdomTree U.S. Quality Dividend Growth Index ETF,TSX
DQD,WisdomTree U.S. Quality Dividend Growth Variably Hedged Index ETF,TSX
ELF,E-L Financial Corporation Limited,TSX
ELF.PR.F,E-L Financial Corporation Limited,TSX
ELF.PR.G,E-L Financial Corporation Limited,TSX
ELF.PR.H,E-L Financial Corporation Limited,TSX
EGL,Eagle Energy Inc.,TSX
ECF.UN,East Coast Investment Grade Income Fund,TSX
ELR,Eastern Platinum Limited,TSX
ER,Eastmain Resources Inc.,TSX
EFH,Echelon Financial Holdings Inc.,TSX
ERM,Eclipse Residential Mortgage Investment Corporation,TSX
ECN,ECN Capital Corp.,TSX
ECN.PR.A,ECN Capital Corp.,TSX
ECN.PR.C,ECN Capital Corp.,TSX
ECS,eCobalt Solutions Inc.,TSX
EVT,Economic Investment Trust Limited,TSX
ECO,EcoSynthetix Inc.,TSX
ELD,Eldorado Gold Corporation,TSX
EFL,Electrovaya Inc.,TSX
EFN,Element Fleet Management Corp.,TSX
EFN.DB,Element Fleet Management Corp.,TSX
EFN.DB.A,Element Fleet Management Corp.,TSX
EFN.PR.A,Element Fleet Management Corp.,TSX
EFN.PR.C,Element Fleet Management Corp.,TSX
EFN.PR.E,Element Fleet Management Corp.,TSX
EFN.PR.G,Element Fleet Management Corp.,TSX
EFN.PR.I,Element Fleet Management Corp.,TSX
EMA,Emera Incorporated,TSX
EMA.PR.A,Emera Incorporated,TSX
EMA.PR.B,Emera Incorporated,TSX
EMA.PR.C,Emera Incorporated,TSX
EMA.PR.E,Emera Incorporated,TSX
EMA.PR.F,Emera Incorporated,TSX
EMP.A,Empire Company Limited,TSX
ENB,Enbridge Inc.,TSX
ENB.PF.A,Enbridge Inc.,TSX
ENB.PF.C,Enbridge Inc.,TSX
ENB.PF.E,Enbridge Inc.,TSX
ENB.PF.G,Enbridge Inc.,TSX
ENB.PF.I,Enbridge Inc.,TSX
ENB.PF.K,Enbridge Inc.,TSX
ENB.PF.U,Enbridge Inc.,TSX
ENB.PF.V,Enbridge Inc.,TSX
ENB.PR.A,Enbridge Inc.,TSX
ENB.PR.B,Enbridge Inc.,TSX
ENB.PR.C,Enbridge Inc.,TSX
ENB.PR.D,Enbridge Inc.,TSX
ENB.PR.F,Enbridge Inc.,TSX
ENB.PR.H,Enbridge Inc.,TSX
ENB.PR.J,Enbridge Inc.,TSX
ENB.PR.N,Enbridge Inc.,TSX
ENB.PR.P,Enbridge Inc.,TSX
ENB.PR.T,Enbridge Inc.,TSX
ENB.PR.U,Enbridge Inc.,TSX
ENB.PR.V,Enbridge Inc.,TSX
ENB.PR.Y,Enbridge Inc.,TSX
ENF,Enbridge Income Fund Holdings Inc.,TSX
ECA,Encana Corporation,TSX
EDV,Endeavour Mining Corporation,TSX
EDR,Endeavour Silver Corp.,TSX
ECI,EnerCare Inc.,TSX
EFX,Enerflex Ltd.,TSX
EFR,Energy Fuels Inc.,TSX
EFR.DB,Energy Fuels Inc.,TSX
EFR.WT,Energy Fuels Inc.,TSX
ENI.UN,Energy Income Fund,TSX
HPF,Energy Leaders Plus Income ETF,TSX
HPF.U,Energy Leaders Plus Income ETF,TSX
ERF,Enerplus Corporation,TSX
ENGH,Enghouse Systems Limited,TSX
ESI,Ensign Energy Services Inc.,TSX
E,"Enterprise Group, Inc.",TSX
ENT,ENTREC Corporation,TSX
ENT.DB,ENTREC Corporation,TSX
ETG,Entree Resources Ltd.,TSX
EPS,Epsilon Energy Ltd.,TSX
EQB,Equitable Group Inc.,TSX
EQB.PR.C,Equitable Group Inc.,TSX
ETAC,Equium Global Tactical Allocation Fund,TSX
ERD,Erdene Resource Development Corporation,TSX
ERO,Ero Copper Corp.,TSX
ESP,Espial Group Inc.,TSX
ESN,Essential Energy Services Ltd.,TSX
ETX,Etrion Corporation,TSX
ESM,Euro Sun Mining Inc.,TSX
EOX,Euromax Resources Ltd.,TSX
EBC.UN,Europe Blue-Chip Dividend & Growth Fund,TSX
EDGF.UN,European Dividend Growth Fund,TSX
EF.UN,European Focused Dividend Fund,TSX
ET,Evertz Technologies Limited,TSX
TIME,Evolve Active Short Duration Bond ETF,TSX
TIME.B,Evolve Active Short Duration Bond ETF,TSX
LIFE,Evolve Global Healthcare Enhanced Yield ETF,TSX
LIFE.B,Evolve Global Healthcare Enhanced Yield ETF,TSX
HERS,Evolve North American Gender Diversity Index ETF,TSX
HERS.B,Evolve North American Gender Diversity Index ETF,TSX
XCT,exactEarth Ltd.,TSX
EXGB,Excel Global Balanced Asset Allocation ETF,TSX
EXGG,Excel Global Growth Asset Allocation ETF,TSX
EXN,Excellon Resources Inc.,TSX
EXN.WT,Excellon Resources Inc.,TSX
EXN.WT.A,Excellon Resources Inc.,TSX
MIN,Excelsior Mining Corp.,TSX
EIF,Exchange Income Corporation,TSX
EIF.DB.F,Exchange Income Corporation,TSX
EIF.DB.G,Exchange Income Corporation,TSX
EIF.DB.H,Exchange Income Corporation,TSX
EIF.DB.I,Exchange Income Corporation,TSX
XTC,Exco Technologies Limited,TSX
EXF,EXFO Inc.,TSX
EXE,Extendicare Inc.,TSX
EXE.DB.B,Extendicare Inc.,TSX
EUR,First Trust AlphaDEX European Dividend Index ETF (CAD-Hedged),TSX
EUR.A,First Trust AlphaDEX European Dividend Index ETF (CAD-Hedged),TSX
ETP,First Trust Global Risk Managed Income Index ETF,TSX
ETP.A,First Trust Global Risk Managed Income Index ETF,TSX
ELV,PowerShares S&P Emerging Markets Low Volatility Index ETF,TSX
EDT,Spectral Medical Inc.,TSX
EML.PR.A,The Empire Life Insurance Company,TSX
EMV.B,WisdomTree Emerging Markets Dividend Index ETF,TSX
EHE,WisdomTree Europe Hedged Equity Index ETF,TSX
EHE.B,WisdomTree Europe Hedged Equity Index ETF,TSX
FGX,Faircourt Gold Income Corp.,TSX
FCS.PR.C,Faircourt Split Trust,TSX
FCS.UN,Faircourt Split Trust,TSX
FAH.U,Fairfax Africa Holdings Corporation,TSX
FFH,Fairfax Financial Holdings Limited,TSX
FFH.PR.C,Fairfax Financial Holdings Limited,TSX
FFH.PR.D,Fairfax Financial Holdings Limited,TSX
FFH.PR.E,Fairfax Financial Holdings Limited,TSX
FFH.PR.F,Fairfax Financial Holdings Limited,TSX
FFH.PR.G,Fairfax Financial Holdings Limited,TSX
FFH.PR.H,Fairfax Financial Holdings Limited,TSX
FFH.PR.I,Fairfax Financial Holdings Limited,TSX
FFH.PR.J,Fairfax Financial Holdings Limited,TSX
FFH.PR.K,Fairfax Financial Holdings Limited,TSX
FFH.PR.M,Fairfax Financial Holdings Limited,TSX
FFH.U,Fairfax Financial Holdings Limited,TSX
FIH.U,Fairfax India Holdings Corporation,TSX
FRX,Fennec Pharmaceuticals Inc.,TSX
FSZ,Fiera Capital Corporation,TSX
FSZ.DB,Fiera Capital Corporation,TSX
FTN,Financial 15 Split Corp.,TSX
FTN.PR.A,Financial 15 Split Corp.,TSX
FTT,Finning International Inc.,TSX
FTG,Firan Technology Group Corporation,TSX
FC,Firm Capital Mortgage Investment Corporation,TSX
FC.DB.B,Firm Capital Mortgage Investment Corporation,TSX
FC.DB.C,Firm Capital Mortgage Investment Corporation,TSX
FC.DB.D,Firm Capital Mortgage Investment Corporation,TSX
FC.DB.E,Firm Capital Mortgage Investment Corporation,TSX
